date,location,cases,disease_type
2015-03-01,Vijayawada,150,Chikungunya
2015-03-01,Vijayawada,169,Typhoid
2015-03-01,Vijayawada,139,Malaria
2015-03-01,Vijayawada,88,Flu
2015-03-01,Visakhapatnam,170,Malaria
2015-03-01,Visakhapatnam,38,Dengue
2015-03-01,Visakhapatnam,65,Typhoid
2015-03-01,Visakhapatnam,62,Dengue
2015-03-01,Visakhapatnam,184,Malaria
2015-03-01,Tirupati,176,Chikungunya
2015-03-01,Tirupati,149,Flu
2015-03-01,Tirupati,184,Dengue
2015-03-01,Guntur,67,Flu
2015-03-01,Guntur,140,Malaria
2015-03-01,Guntur,112,Malaria
2015-03-01,Guntur,170,Typhoid
2015-03-01,Guntur,113,Chikungunya
2015-03-01,Guntur,96,Flu
2015-03-01,Kurnool,152,Typhoid
2015-03-01,Kurnool,172,Malaria
2015-03-01,Kurnool,79,Dengue
2015-03-01,Kurnool,116,Flu
2015-03-01,Kurnool,56,Malaria
2015-03-01,Nellore,5,Dengue
2015-03-01,Nellore,132,Chikungunya
2015-03-01,Nellore,156,Chikungunya
2015-03-01,Nellore,135,Flu
2015-03-01,Rajahmundry,5,Dengue
2015-03-01,Rajahmundry,98,Typhoid
2015-03-01,Rajahmundry,5,Dengue
2015-04-01,Hyderabad,202,Typhoid
2015-04-01,Hyderabad,54,Chikungunya
2015-04-01,Hyderabad,195,Dengue
2015-04-01,Vijayawada,176,Flu
2015-04-01,Vijayawada,65,Typhoid
2015-04-01,Vijayawada,52,Dengue
2015-04-01,Visakhapatnam,141,Malaria
2015-04-01,Visakhapatnam,69,Typhoid
2015-04-01,Visakhapatnam,126,Malaria
2015-04-01,Visakhapatnam,91,Malaria
2015-04-01,Visakhapatnam,13,Typhoid
2015-04-01,Tirupati,5,Flu
2015-04-01,Tirupati,133,Typhoid
2015-04-01,Tirupati,86,Chikungunya
2015-04-01,Tirupati,86,Dengue
2015-04-01,Tirupati,161,Typhoid
2015-04-01,Guntur,190,Malaria
2015-04-01,Guntur,103,Typhoid
2015-04-01,Guntur,99,Dengue
2015-04-01,Guntur,150,Dengue
2015-04-01,Kurnool,38,Malaria
2015-04-01,Kurnool,133,Flu
2015-04-01,Kurnool,153,Typhoid
2015-04-01,Nellore,160,Typhoid
2015-04-01,Nellore,5,Malaria
2015-04-01,Nellore,74,Typhoid
2015-04-01,Nellore,67,Flu
2015-04-01,Nellore,125,Malaria
2015-04-01,Rajahmundry,148,Dengue
2015-04-01,Rajahmundry,209,Typhoid
2015-04-01,Rajahmundry,90,Flu
2015-04-01,Rajahmundry,90,Typhoid
2015-05-01,Hyderabad,188,Dengue
2015-05-01,Hyderabad,137,Malaria
2015-05-01,Hyderabad,196,Dengue
2015-05-01,Hyderabad,137,Chikungunya
2015-05-01,Hyderabad,50,Dengue
2015-05-01,Hyderabad,40,Dengue
2015-05-01,Vijayawada,26,Dengue
2015-05-01,Vijayawada,159,Dengue
2015-05-01,Vijayawada,191,Chikungunya
2015-05-01,Vijayawada,230,Chikungunya
2015-05-01,Vijayawada,170,Malaria
2015-05-01,Vijayawada,189,Flu
2015-05-01,Visakhapatnam,85,Flu
2015-05-01,Visakhapatnam,50,Typhoid
2015-05-01,Visakhapatnam,171,Typhoid
2015-05-01,Visakhapatnam,145,Typhoid
2015-05-01,Visakhapatnam,126,Malaria
2015-05-01,Visakhapatnam,143,Flu
2015-05-01,Tirupati,139,Chikungunya
2015-05-01,Tirupati,197,Flu
2015-05-01,Tirupati,197,Malaria
2015-05-01,Guntur,152,Chikungunya
2015-05-01,Guntur,170,Dengue
2015-05-01,Guntur,150,Chikungunya
2015-05-01,Kurnool,92,Chikungunya
2015-05-01,Kurnool,165,Chikungunya
2015-05-01,Kurnool,36,Malaria
2015-05-01,Kurnool,183,Malaria
2015-05-01,Kurnool,48,Malaria
2015-05-01,Nellore,137,Typhoid
2015-05-01,Nellore,69,Chikungunya
2015-05-01,Nellore,153,Malaria
2015-05-01,Nellore,117,Typhoid
2015-05-01,Nellore,24,Typhoid
2015-05-01,Rajahmundry,145,Chikungunya
2015-05-01,Rajahmundry,85,Dengue
2015-05-01,Rajahmundry,172,Dengue
2015-05-01,Rajahmundry,120,Chikungunya
2015-05-01,Rajahmundry,143,Dengue
2015-05-01,Rajahmundry,62,Typhoid
2015-06-01,Hyderabad,84,Malaria
2015-06-01,Hyderabad,92,Dengue
2015-06-01,Hyderabad,171,Chikungunya
2015-06-01,Hyderabad,220,Typhoid
2015-06-01,Hyderabad,71,Dengue
2015-06-01,Hyderabad,184,Dengue
2015-06-01,Vijayawada,5,Dengue
2015-06-01,Vijayawada,48,Typhoid
2015-06-01,Vijayawada,62,Chikungunya
2015-06-01,Visakhapatnam,38,Malaria
2015-06-01,Visakhapatnam,24,Malaria
2015-06-01,Visakhapatnam,144,Typhoid
2015-06-01,Visakhapatnam,107,Malaria
2015-06-01,Visakhapatnam,142,Flu
2015-06-01,Visakhapatnam,161,Dengue
2015-06-01,Tirupati,135,Dengue
2015-06-01,Tirupati,159,Typhoid
2015-06-01,Tirupati,115,Malaria
2015-06-01,Tirupati,48,Flu
2015-06-01,Tirupati,183,Malaria
2015-06-01,Guntur,84,Malaria
2015-06-01,Guntur,63,Dengue
2015-06-01,Guntur,109,Typhoid
2015-06-01,Guntur,65,Dengue
2015-06-01,Guntur,94,Flu
2015-06-01,Kurnool,140,Dengue
2015-06-01,Kurnool,140,Malaria
2015-06-01,Kurnool,66,Dengue
2015-06-01,Kurnool,90,Dengue
2015-06-01,Kurnool,184,Malaria
2015-06-01,Kurnool,149,Dengue
2015-06-01,Nellore,244,Dengue
2015-06-01,Nellore,190,Dengue
2015-06-01,Nellore,188,Chikungunya
2015-06-01,Nellore,36,Chikungunya
2015-06-01,Nellore,165,Dengue
2015-06-01,Nellore,116,Malaria
2015-06-01,Rajahmundry,86,Dengue
2015-06-01,Rajahmundry,130,Chikungunya
2015-06-01,Rajahmundry,176,Chikungunya
2015-07-01,Hyderabad,150,Chikungunya
2015-07-01,Hyderabad,67,Typhoid
2015-07-01,Hyderabad,164,Malaria
2015-07-01,Vijayawada,81,Dengue
2015-07-01,Vijayawada,133,Malaria
2015-07-01,Vijayawada,101,Dengue
2015-07-01,Vijayawada,106,Typhoid
2015-07-01,Vijayawada,165,Dengue
2015-07-01,Visakhapatnam,57,Flu
2015-07-01,Visakhapatnam,236,Flu
2015-07-01,Visakhapatnam,10,Chikungunya
2015-07-01,Visakhapatnam,84,Flu
2015-07-01,Visakhapatnam,142,Flu
2015-07-01,Tirupati,155,Typhoid
2015-07-01,Tirupati,113,Malaria
2015-07-01,Tirupati,116,Chikungunya
2015-07-01,Guntur,144,Dengue
2015-07-01,Guntur,106,Flu
2015-07-01,Guntur,203,Flu
2015-07-01,Guntur,170,Dengue
2015-07-01,Guntur,172,Malaria
2015-07-01,Kurnool,62,Dengue
2015-07-01,Kurnool,115,Dengue
2015-07-01,Kurnool,101,Dengue
2015-07-01,Kurnool,59,Malaria
2015-07-01,Kurnool,141,Malaria
2015-07-01,Nellore,87,Chikungunya
2015-07-01,Nellore,159,Malaria
2015-07-01,Nellore,55,Malaria
2015-07-01,Nellore,223,Dengue
2015-07-01,Nellore,66,Dengue
2015-07-01,Rajahmundry,133,Dengue
2015-07-01,Rajahmundry,167,Dengue
2015-07-01,Rajahmundry,85,Flu
2015-07-01,Rajahmundry,171,Chikungunya
2015-08-01,Hyderabad,46,Dengue
2015-08-01,Hyderabad,207,Chikungunya
2015-08-01,Hyderabad,120,Dengue
2015-08-01,Hyderabad,84,Dengue
2015-08-01,Vijayawada,102,Dengue
2015-08-01,Vijayawada,168,Chikungunya
2015-08-01,Vijayawada,84,Typhoid
2015-08-01,Visakhapatnam,75,Dengue
2015-08-01,Visakhapatnam,106,Typhoid
2015-08-01,Visakhapatnam,49,Malaria
2015-08-01,Visakhapatnam,229,Malaria
2015-08-01,Tirupati,86,Typhoid
2015-08-01,Tirupati,169,Malaria
2015-08-01,Tirupati,132,Malaria
2015-08-01,Tirupati,60,Chikungunya
2015-08-01,Tirupati,119,Dengue
2015-08-01,Tirupati,167,Dengue
2015-08-01,Guntur,108,Typhoid
2015-08-01,Guntur,191,Malaria
2015-08-01,Guntur,181,Chikungunya
2015-08-01,Guntur,175,Dengue
2015-08-01,Guntur,92,Malaria
2015-08-01,Guntur,55,Malaria
2015-08-01,Kurnool,83,Dengue
2015-08-01,Kurnool,131,Dengue
2015-08-01,Kurnool,152,Malaria
2015-08-01,Kurnool,5,Dengue
2015-08-01,Kurnool,119,Malaria
2015-08-01,Nellore,129,Dengue
2015-08-01,Nellore,103,Chikungunya
2015-08-01,Nellore,197,Flu
2015-08-01,Rajahmundry,145,Malaria
2015-08-01,Rajahmundry,198,Dengue
2015-08-01,Rajahmundry,107,Chikungunya
2015-08-01,Rajahmundry,176,Dengue
2015-08-01,Rajahmundry,218,Malaria
2015-09-01,Hyderabad,198,Typhoid
2015-09-01,Hyderabad,54,Malaria
2015-09-01,Hyderabad,104,Malaria
2015-09-01,Vijayawada,99,Flu
2015-09-01,Vijayawada,149,Malaria
2015-09-01,Vijayawada,161,Dengue
2015-09-01,Visakhapatnam,69,Malaria
2015-09-01,Visakhapatnam,124,Malaria
2015-09-01,Visakhapatnam,5,Chikungunya
2015-09-01,Visakhapatnam,206,Malaria
2015-09-01,Visakhapatnam,89,Flu
2015-09-01,Visakhapatnam,123,Chikungunya
2015-09-01,Tirupati,101,Dengue
2015-09-01,Tirupati,188,Typhoid
2015-09-01,Tirupati,5,Malaria
2015-09-01,Tirupati,119,Dengue
2015-09-01,Tirupati,113,Chikungunya
2015-09-01,Guntur,92,Dengue
2015-09-01,Guntur,223,Malaria
2015-09-01,Guntur,66,Dengue
2015-09-01,Guntur,166,Dengue
2015-09-01,Guntur,141,Flu
2015-09-01,Kurnool,195,Dengue
2015-09-01,Kurnool,79,Dengue
2015-09-01,Kurnool,76,Malaria
2015-09-01,Nellore,185,Dengue
2015-09-01,Nellore,145,Typhoid
2015-09-01,Nellore,27,Dengue
2015-09-01,Nellore,87,Dengue
2015-09-01,Nellore,143,Chikungunya
2015-09-01,Rajahmundry,170,Flu
2015-09-01,Rajahmundry,79,Chikungunya
2015-09-01,Rajahmundry,5,Typhoid
2015-09-01,Rajahmundry,151,Dengue
2015-10-01,Hyderabad,46,Dengue
2015-10-01,Hyderabad,5,Chikungunya
2015-10-01,Hyderabad,5,Malaria
2015-10-01,Hyderabad,168,Chikungunya
2015-10-01,Vijayawada,127,Dengue
2015-10-01,Vijayawada,106,Dengue
2015-10-01,Vijayawada,203,Dengue
2015-10-01,Visakhapatnam,158,Chikungunya
2015-10-01,Visakhapatnam,216,Chikungunya
2015-10-01,Visakhapatnam,36,Malaria
2015-10-01,Visakhapatnam,117,Dengue
2015-10-01,Tirupati,22,Chikungunya
2015-10-01,Tirupati,106,Dengue
2015-10-01,Tirupati,105,Malaria
2015-10-01,Tirupati,157,Chikungunya
2015-10-01,Tirupati,122,Dengue
2015-10-01,Tirupati,157,Dengue
2015-10-01,Guntur,162,Dengue
2015-10-01,Guntur,249,Malaria
2015-10-01,Guntur,101,Malaria
2015-10-01,Kurnool,63,Chikungunya
2015-10-01,Kurnool,134,Chikungunya
2015-10-01,Kurnool,71,Malaria
2015-10-01,Kurnool,208,Dengue
2015-10-01,Kurnool,103,Chikungunya
2015-10-01,Kurnool,86,Malaria
2015-10-01,Nellore,91,Malaria
2015-10-01,Nellore,163,Malaria
2015-10-01,Nellore,110,Dengue
2015-10-01,Nellore,81,Chikungunya
2015-10-01,Rajahmundry,219,Typhoid
2015-10-01,Rajahmundry,68,Flu
2015-10-01,Rajahmundry,122,Typhoid
2015-10-01,Rajahmundry,159,Dengue
2015-10-01,Rajahmundry,22,Flu
2015-10-01,Rajahmundry,148,Typhoid
2015-11-01,Hyderabad,56,Flu
2015-11-01,Hyderabad,169,Typhoid
2015-11-01,Hyderabad,62,Typhoid
2015-11-01,Hyderabad,161,Typhoid
2015-11-01,Hyderabad,186,Typhoid
2015-11-01,Hyderabad,171,Dengue
2015-11-01,Vijayawada,135,Flu
2015-11-01,Vijayawada,106,Chikungunya
2015-11-01,Vijayawada,85,Chikungunya
2015-11-01,Vijayawada,208,Malaria
2015-11-01,Vijayawada,78,Flu
2015-11-01,Visakhapatnam,57,Flu
2015-11-01,Visakhapatnam,159,Typhoid
2015-11-01,Visakhapatnam,72,Malaria
2015-11-01,Visakhapatnam,62,Typhoid
2015-11-01,Tirupati,33,Dengue
2015-11-01,Tirupati,91,Dengue
2015-11-01,Tirupati,115,Dengue
2015-11-01,Guntur,134,Dengue
2015-11-01,Guntur,177,Flu
2015-11-01,Guntur,151,Dengue
2015-11-01,Guntur,108,Chikungunya
2015-11-01,Guntur,108,Typhoid
2015-11-01,Guntur,150,Malaria
2015-11-01,Kurnool,196,Typhoid
2015-11-01,Kurnool,127,Malaria
2015-11-01,Kurnool,91,Dengue
2015-11-01,Kurnool,60,Dengue
2015-11-01,Kurnool,33,Flu
2015-11-01,Nellore,159,Dengue
2015-11-01,Nellore,154,Flu
2015-11-01,Nellore,154,Malaria
2015-11-01,Rajahmundry,112,Dengue
2015-11-01,Rajahmundry,204,Dengue
2015-11-01,Rajahmundry,90,Flu
2015-12-01,Hyderabad,177,Chikungunya
2015-12-01,Hyderabad,117,Flu
2015-12-01,Hyderabad,83,Flu
2015-12-01,Hyderabad,155,Flu
2015-12-01,Vijayawada,144,Flu
2015-12-01,Vijayawada,141,Flu
2015-12-01,Vijayawada,124,Typhoid
2015-12-01,Vijayawada,117,Flu
2015-12-01,Visakhapatnam,263,Flu
2015-12-01,Visakhapatnam,191,Flu
2015-12-01,Visakhapatnam,163,Typhoid
2015-12-01,Tirupati,126,Flu
2015-12-01,Tirupati,180,Flu
2015-12-01,Tirupati,151,Flu
2015-12-01,Tirupati,121,Typhoid
2015-12-01,Tirupati,101,Flu
2015-12-01,Tirupati,115,Typhoid
2015-12-01,Guntur,5,Chikungunya
2015-12-01,Guntur,132,Typhoid
2015-12-01,Guntur,90,Dengue
2015-12-01,Kurnool,215,Malaria
2015-12-01,Kurnool,121,Dengue
2015-12-01,Kurnool,48,Flu
2015-12-01,Kurnool,117,Malaria
2015-12-01,Kurnool,57,Chikungunya
2015-12-01,Nellore,148,Malaria
2015-12-01,Nellore,137,Flu
2015-12-01,Nellore,177,Flu
2015-12-01,Nellore,72,Flu
2015-12-01,Nellore,122,Malaria
2015-12-01,Nellore,38,Flu
2015-12-01,Rajahmundry,162,Malaria
2015-12-01,Rajahmundry,151,Dengue
2015-12-01,Rajahmundry,149,Flu
2015-12-01,Rajahmundry,120,Typhoid
2015-12-01,Rajahmundry,144,Flu
2016-01-01,Hyderabad,216,Malaria
2016-01-01,Hyderabad,102,Flu
2016-01-01,Hyderabad,128,Flu
2016-01-01,Hyderabad,54,Flu
2016-01-01,Hyderabad,67,Typhoid
2016-01-01,Hyderabad,125,Flu
2016-01-01,Vijayawada,186,Flu
2016-01-01,Vijayawada,104,Flu
2016-01-01,Vijayawada,105,Flu
2016-01-01,Vijayawada,95,Flu
2016-01-01,Vijayawada,87,Flu
2016-01-01,Vijayawada,137,Flu
2016-01-01,Visakhapatnam,30,Flu
2016-01-01,Visakhapatnam,196,Dengue
2016-01-01,Visakhapatnam,80,Flu
2016-01-01,Tirupati,163,Malaria
2016-01-01,Tirupati,43,Flu
2016-01-01,Tirupati,160,Flu
2016-01-01,Tirupati,160,Typhoid
2016-01-01,Tirupati,143,Typhoid
2016-01-01,Tirupati,60,Dengue
2016-01-01,Guntur,134,Chikungunya
2016-01-01,Guntur,49,Flu
2016-01-01,Guntur,104,Typhoid
2016-01-01,Kurnool,181,Flu
2016-01-01,Kurnool,167,Typhoid
2016-01-01,Kurnool,120,Malaria
2016-01-01,Kurnool,61,Flu
2016-01-01,Kurnool,158,Flu
2016-01-01,Kurnool,121,Flu
2016-01-01,Nellore,5,Flu
2016-01-01,Nellore,166,Flu
2016-01-01,Nellore,118,Flu
2016-01-01,Nellore,192,Chikungunya
2016-01-01,Nellore,54,Dengue
2016-01-01,Rajahmundry,5,Flu
2016-01-01,Rajahmundry,136,Malaria
2016-01-01,Rajahmundry,137,Malaria
2016-01-01,Rajahmundry,18,Flu
2016-01-01,Rajahmundry,61,Flu
2016-01-01,Rajahmundry,285,Flu
2016-02-01,Hyderabad,101,Flu
2016-02-01,Hyderabad,163,Flu
2016-02-01,Hyderabad,80,Flu
2016-02-01,Vijayawada,5,Flu
2016-02-01,Vijayawada,109,Dengue
2016-02-01,Vijayawada,104,Typhoid
2016-02-01,Vijayawada,96,Typhoid
2016-02-01,Vijayawada,113,Flu
2016-02-01,Vijayawada,135,Flu
2016-02-01,Visakhapatnam,110,Flu
2016-02-01,Visakhapatnam,44,Flu
2016-02-01,Visakhapatnam,149,Flu
2016-02-01,Visakhapatnam,5,Flu
2016-02-01,Tirupati,5,Flu
2016-02-01,Tirupati,164,Malaria
2016-02-01,Tirupati,150,Dengue
2016-02-01,Tirupati,116,Flu
2016-02-01,Guntur,36,Flu
2016-02-01,Guntur,77,Flu
2016-02-01,Guntur,104,Flu
2016-02-01,Guntur,24,Dengue
2016-02-01,Guntur,75,Flu
2016-02-01,Guntur,159,Malaria
2016-02-01,Kurnool,205,Flu
2016-02-01,Kurnool,94,Flu
2016-02-01,Kurnool,165,Flu
2016-02-01,Kurnool,5,Dengue
2016-02-01,Nellore,159,Flu
2016-02-01,Nellore,71,Dengue
2016-02-01,Nellore,138,Flu
2016-02-01,Nellore,105,Malaria
2016-02-01,Rajahmundry,199,Dengue
2016-02-01,Rajahmundry,67,Malaria
2016-02-01,Rajahmundry,157,Typhoid
2016-02-01,Rajahmundry,103,Flu
2016-03-01,Hyderabad,110,Typhoid
2016-03-01,Hyderabad,108,Dengue
2016-03-01,Hyderabad,69,Flu
2016-03-01,Hyderabad,119,Flu
2016-03-01,Hyderabad,116,Malaria
2016-03-01,Hyderabad,134,Typhoid
2016-03-01,Vijayawada,125,Dengue
2016-03-01,Vijayawada,167,Flu
2016-03-01,Vijayawada,175,Malaria
2016-03-01,Vijayawada,56,Typhoid
2016-03-01,Visakhapatnam,172,Dengue
2016-03-01,Visakhapatnam,48,Typhoid
2016-03-01,Visakhapatnam,155,Malaria
2016-03-01,Tirupati,157,Malaria
2016-03-01,Tirupati,5,Typhoid
2016-03-01,Tirupati,125,Flu
2016-03-01,Tirupati,91,Malaria
2016-03-01,Tirupati,74,Chikungunya
2016-03-01,Tirupati,201,Malaria
2016-03-01,Guntur,80,Malaria
2016-03-01,Guntur,71,Dengue
2016-03-01,Guntur,124,Flu
2016-03-01,Kurnool,161,Malaria
2016-03-01,Kurnool,111,Dengue
2016-03-01,Kurnool,189,Chikungunya
2016-03-01,Kurnool,151,Dengue
2016-03-01,Kurnool,5,Dengue
2016-03-01,Kurnool,88,Dengue
2016-03-01,Nellore,86,Dengue
2016-03-01,Nellore,148,Flu
2016-03-01,Nellore,5,Typhoid
2016-03-01,Nellore,272,Chikungunya
2016-03-01,Rajahmundry,151,Malaria
2016-03-01,Rajahmundry,128,Malaria
2016-03-01,Rajahmundry,190,Malaria
2016-03-01,Rajahmundry,260,Typhoid
2016-03-01,Rajahmundry,172,Flu
2016-03-01,Rajahmundry,176,Chikungunya
2016-04-01,Hyderabad,127,Malaria
2016-04-01,Hyderabad,111,Malaria
2016-04-01,Hyderabad,91,Flu
2016-04-01,Hyderabad,70,Dengue
2016-04-01,Hyderabad,78,Flu
2016-04-01,Hyderabad,38,Malaria
2016-04-01,Vijayawada,115,Flu
2016-04-01,Vijayawada,18,Dengue
2016-04-01,Vijayawada,131,Typhoid
2016-04-01,Vijayawada,117,Typhoid
2016-04-01,Vijayawada,128,Chikungunya
2016-04-01,Vijayawada,88,Dengue
2016-04-01,Visakhapatnam,304,Malaria
2016-04-01,Visakhapatnam,201,Dengue
2016-04-01,Visakhapatnam,45,Flu
2016-04-01,Visakhapatnam,133,Dengue
2016-04-01,Tirupati,83,Flu
2016-04-01,Tirupati,59,Flu
2016-04-01,Tirupati,39,Malaria
2016-04-01,Tirupati,145,Chikungunya
2016-04-01,Tirupati,79,Malaria
2016-04-01,Guntur,178,Dengue
2016-04-01,Guntur,179,Malaria
2016-04-01,Guntur,202,Dengue
2016-04-01,Guntur,68,Malaria
2016-04-01,Guntur,148,Chikungunya
2016-04-01,Kurnool,157,Malaria
2016-04-01,Kurnool,91,Malaria
2016-04-01,Kurnool,73,Dengue
2016-04-01,Kurnool,216,Dengue
2016-04-01,Kurnool,133,Typhoid
2016-04-01,Kurnool,158,Typhoid
2016-04-01,Nellore,70,Chikungunya
2016-04-01,Nellore,46,Typhoid
2016-04-01,Nellore,85,Typhoid
2016-04-01,Nellore,112,Flu
2016-04-01,Rajahmundry,56,Dengue
2016-04-01,Rajahmundry,119,Dengue
2016-04-01,Rajahmundry,18,Dengue
2016-04-01,Rajahmundry,52,Flu
2016-04-01,Rajahmundry,160,Malaria
2016-04-01,Rajahmundry,156,Malaria
2016-05-01,Hyderabad,96,Chikungunya
2016-05-01,Hyderabad,58,Flu
2016-05-01,Hyderabad,58,Dengue
2016-05-01,Vijayawada,97,Malaria
2016-05-01,Vijayawada,158,Chikungunya
2016-05-01,Vijayawada,175,Flu
2016-05-01,Visakhapatnam,90,Chikungunya
2016-05-01,Visakhapatnam,50,Malaria
2016-05-01,Visakhapatnam,136,Typhoid
2016-05-01,Visakhapatnam,70,Malaria
2016-05-01,Visakhapatnam,88,Dengue
2016-05-01,Tirupati,199,Malaria
2016-05-01,Tirupati,169,Dengue
2016-05-01,Tirupati,129,Malaria
2016-05-01,Tirupati,43,Chikungunya
2016-05-01,Tirupati,132,Malaria
2016-05-01,Guntur,183,Malaria
2016-05-01,Guntur,97,Dengue
2016-05-01,Guntur,201,Chikungunya
2016-05-01,Guntur,197,Flu
2016-05-01,Guntur,219,Chikungunya
2016-05-01,Guntur,138,Dengue
2016-05-01,Kurnool,155,Malaria
2016-05-01,Kurnool,204,Malaria
2016-05-01,Kurnool,146,Flu
2016-05-01,Kurnool,89,Chikungunya
2016-05-01,Kurnool,93,Malaria
2016-05-01,Kurnool,134,Chikungunya
2016-05-01,Nellore,42,Malaria
2016-05-01,Nellore,111,Chikungunya
2016-05-01,Nellore,185,Malaria
2016-05-01,Nellore,5,Typhoid
2016-05-01,Nellore,212,Typhoid
2016-05-01,Rajahmundry,187,Typhoid
2016-05-01,Rajahmundry,92,Malaria
2016-05-01,Rajahmundry,152,Dengue
2016-05-01,Rajahmundry,120,Flu
2016-06-01,Hyderabad,193,Dengue
2016-06-01,Hyderabad,178,Dengue
2016-06-01,Hyderabad,35,Malaria
2016-06-01,Vijayawada,155,Dengue
2016-06-01,Vijayawada,107,Dengue
2016-06-01,Vijayawada,124,Chikungunya
2016-06-01,Vijayawada,76,Typhoid
2016-06-01,Vijayawada,224,Chikungunya
2016-06-01,Vijayawada,182,Typhoid
2016-06-01,Visakhapatnam,75,Malaria
2016-06-01,Visakhapatnam,39,Malaria
2016-06-01,Visakhapatnam,96,Dengue
2016-06-01,Visakhapatnam,146,Malaria
2016-06-01,Tirupati,134,Chikungunya
2016-06-01,Tirupati,195,Dengue
2016-06-01,Tirupati,167,Malaria
2016-06-01,Tirupati,178,Malaria
2016-06-01,Tirupati,139,Dengue
2016-06-01,Tirupati,36,Malaria
2016-06-01,Guntur,108,Dengue
2016-06-01,Guntur,183,Malaria
2016-06-01,Guntur,116,Dengue
2016-06-01,Guntur,150,Flu
2016-06-01,Kurnool,100,Flu
2016-06-01,Kurnool,58,Chikungunya
2016-06-01,Kurnool,112,Malaria
2016-06-01,Kurnool,138,Dengue
2016-06-01,Nellore,80,Chikungunya
2016-06-01,Nellore,105,Malaria
2016-06-01,Nellore,63,Malaria
2016-06-01,Nellore,187,Dengue
2016-06-01,Nellore,102,Chikungunya
2016-06-01,Nellore,207,Typhoid
2016-06-01,Rajahmundry,211,Malaria
2016-06-01,Rajahmundry,115,Dengue
2016-06-01,Rajahmundry,59,Malaria
2016-07-01,Hyderabad,5,Typhoid
2016-07-01,Hyderabad,31,Malaria
2016-07-01,Hyderabad,37,Dengue
2016-07-01,Vijayawada,202,Dengue
2016-07-01,Vijayawada,126,Typhoid
2016-07-01,Vijayawada,143,Dengue
2016-07-01,Vijayawada,5,Malaria
2016-07-01,Vijayawada,48,Dengue
2016-07-01,Visakhapatnam,173,Chikungunya
2016-07-01,Visakhapatnam,137,Chikungunya
2016-07-01,Visakhapatnam,111,Dengue
2016-07-01,Visakhapatnam,153,Malaria
2016-07-01,Visakhapatnam,218,Chikungunya
2016-07-01,Visakhapatnam,106,Chikungunya
2016-07-01,Tirupati,124,Dengue
2016-07-01,Tirupati,131,Chikungunya
2016-07-01,Tirupati,263,Typhoid
2016-07-01,Tirupati,5,Chikungunya
2016-07-01,Tirupati,160,Dengue
2016-07-01,Tirupati,113,Typhoid
2016-07-01,Guntur,154,Chikungunya
2016-07-01,Guntur,80,Dengue
2016-07-01,Guntur,117,Dengue
2016-07-01,Guntur,162,Malaria
2016-07-01,Guntur,306,Dengue
2016-07-01,Guntur,168,Flu
2016-07-01,Kurnool,69,Chikungunya
2016-07-01,Kurnool,94,Dengue
2016-07-01,Kurnool,92,Chikungunya
2016-07-01,Kurnool,12,Chikungunya
2016-07-01,Nellore,100,Malaria
2016-07-01,Nellore,163,Flu
2016-07-01,Nellore,43,Dengue
2016-07-01,Rajahmundry,182,Dengue
2016-07-01,Rajahmundry,149,Dengue
2016-07-01,Rajahmundry,75,Typhoid
2016-08-01,Hyderabad,111,Dengue
2016-08-01,Hyderabad,215,Typhoid
2016-08-01,Hyderabad,164,Chikungunya
2016-08-01,Hyderabad,120,Malaria
2016-08-01,Hyderabad,105,Chikungunya
2016-08-01,Vijayawada,124,Flu
2016-08-01,Vijayawada,89,Dengue
2016-08-01,Vijayawada,5,Dengue
2016-08-01,Vijayawada,242,Malaria
2016-08-01,Visakhapatnam,129,Chikungunya
2016-08-01,Visakhapatnam,143,Chikungunya
2016-08-01,Visakhapatnam,116,Dengue
2016-08-01,Visakhapatnam,75,Chikungunya
2016-08-01,Tirupati,108,Dengue
2016-08-01,Tirupati,24,Dengue
2016-08-01,Tirupati,256,Dengue
2016-08-01,Tirupati,45,Malaria
2016-08-01,Tirupati,58,Malaria
2016-08-01,Tirupati,93,Dengue
2016-08-01,Guntur,197,Malaria
2016-08-01,Guntur,120,Dengue
2016-08-01,Guntur,45,Typhoid
2016-08-01,Guntur,195,Typhoid
2016-08-01,Guntur,163,Flu
2016-08-01,Kurnool,152,Dengue
2016-08-01,Kurnool,162,Chikungunya
2016-08-01,Kurnool,263,Dengue
2016-08-01,Nellore,251,Chikungunya
2016-08-01,Nellore,78,Dengue
2016-08-01,Nellore,217,Flu
2016-08-01,Nellore,142,Dengue
2016-08-01,Nellore,149,Dengue
2016-08-01,Nellore,18,Typhoid
2016-08-01,Rajahmundry,109,Dengue
2016-08-01,Rajahmundry,71,Dengue
2016-08-01,Rajahmundry,169,Flu
2016-08-01,Rajahmundry,184,Dengue
2016-08-01,Rajahmundry,5,Malaria
2016-08-01,Rajahmundry,118,Typhoid
2016-09-01,Hyderabad,187,Malaria
2016-09-01,Hyderabad,108,Malaria
2016-09-01,Hyderabad,163,Chikungunya
2016-09-01,Hyderabad,141,Dengue
2016-09-01,Vijayawada,140,Dengue
2016-09-01,Vijayawada,103,Chikungunya
2016-09-01,Vijayawada,47,Dengue
2016-09-01,Vijayawada,52,Flu
2016-09-01,Visakhapatnam,162,Malaria
2016-09-01,Visakhapatnam,121,Dengue
2016-09-01,Visakhapatnam,111,Typhoid
2016-09-01,Visakhapatnam,94,Dengue
