date,location,sales_volume,medicine
2017-02-01,Kurnool,183,Antibiotics
2017-02-01,Kurnool,20,Antibiotics
2017-02-01,Kurnool,195,ORS
2017-02-01,Nellore,358,Paracetamol
2017-02-01,Nellore,195,Chloroquine
2017-02-01,Nellore,165,Chloroquine
2017-02-01,Nellore,263,Antibiotics
2017-02-01,Nellore,332,Vitamin C
2017-02-01,Nellore,60,Paracetamol
2017-02-01,Rajahmundry,270,Vitamin C
2017-02-01,Rajahmundry,492,Antibiotics
2017-02-01,Rajahmundry,99,Paracetamol
2017-02-01,Rajahmundry,249,Paracetamol
2017-02-01,Rajahmundry,433,Chloroquine
2017-03-01,Hyderabad,332,Antibiotics
2017-03-01,Hyderabad,138,Vitamin C
2017-03-01,Hyderabad,224,ORS
2017-03-01,Hyderabad,199,Chloroquine
2017-03-01,Hyderabad,110,Vitamin C
2017-03-01,Hyderabad,191,Antibiotics
2017-03-01,Hyderabad,166,Vitamin C
2017-03-01,Vijayawada,213,Chloroquine
2017-03-01,Vijayawada,110,Antibiotics
2017-03-01,Vijayawada,46,Antibiotics
2017-03-01,Vijayawada,195,Vitamin C
2017-03-01,Vijayawada,405,Antibiotics
2017-03-01,Vijayawada,209,Paracetamol
2017-03-01,Vijayawada,160,ORS
2017-03-01,Visakhapatnam,290,Vitamin C
2017-03-01,Visakhapatnam,181,ORS
2017-03-01,Visakhapatnam,424,Chloroquine
2017-03-01,Tirupati,199,ORS
2017-03-01,Tirupati,284,Paracetamol
2017-03-01,Tirupati,109,Vitamin C
2017-03-01,Guntur,260,Paracetamol
2017-03-01,Guntur,233,ORS
2017-03-01,Guntur,193,Antibiotics
2017-03-01,Guntur,139,Paracetamol
2017-03-01,Guntur,123,Antibiotics
2017-03-01,Guntur,233,Vitamin C
2017-03-01,Kurnool,275,Chloroquine
2017-03-01,Kurnool,184,Antibiotics
2017-03-01,Kurnool,234,ORS
2017-03-01,Kurnool,195,Vitamin C
2017-03-01,Nellore,211,Chloroquine
2017-03-01,Nellore,175,ORS
2017-03-01,Nellore,202,Antibiotics
2017-03-01,Nellore,523,ORS
2017-03-01,Nellore,237,Paracetamol
2017-03-01,Nellore,277,Antibiotics
2017-03-01,Nellore,252,Vitamin C
2017-03-01,Rajahmundry,168,Chloroquine
2017-03-01,Rajahmundry,355,ORS
2017-03-01,Rajahmundry,165,Paracetamol
2017-03-01,Rajahmundry,326,Vitamin C
2017-03-01,Rajahmundry,159,Antibiotics
2017-03-01,Rajahmundry,84,ORS
2017-04-01,Hyderabad,243,Antibiotics
2017-04-01,Hyderabad,67,Antibiotics
2017-04-01,Hyderabad,264,Vitamin C
2017-04-01,Hyderabad,56,Chloroquine
2017-04-01,Hyderabad,161,ORS
2017-04-01,Hyderabad,28,Vitamin C
2017-04-01,Hyderabad,538,Antibiotics
2017-04-01,Vijayawada,20,ORS
2017-04-01,Vijayawada,201,Antibiotics
2017-04-01,Vijayawada,337,Vitamin C
2017-04-01,Visakhapatnam,324,Chloroquine
2017-04-01,Visakhapatnam,302,Paracetamol
2017-04-01,Visakhapatnam,161,Antibiotics
2017-04-01,Visakhapatnam,362,Paracetamol
2017-04-01,Visakhapatnam,309,Chloroquine
2017-04-01,Tirupati,225,ORS
2017-04-01,Tirupati,228,Paracetamol
2017-04-01,Tirupati,163,Antibiotics
2017-04-01,Tirupati,90,Chloroquine
2017-04-01,Tirupati,348,Chloroquine
2017-04-01,Tirupati,357,ORS
2017-04-01,Tirupati,93,Vitamin C
2017-04-01,Guntur,181,Antibiotics
2017-04-01,Guntur,182,ORS
2017-04-01,Guntur,196,Vitamin C
2017-04-01,Guntur,207,Vitamin C
2017-04-01,Kurnool,313,Paracetamol
2017-04-01,Kurnool,110,Vitamin C
2017-04-01,Kurnool,98,Vitamin C
2017-04-01,Kurnool,348,Chloroquine
2017-04-01,Nellore,144,Vitamin C
2017-04-01,Nellore,48,Antibiotics
2017-04-01,Nellore,141,Vitamin C
2017-04-01,Nellore,160,Vitamin C
2017-04-01,Nellore,386,Chloroquine
2017-04-01,Rajahmundry,310,Paracetamol
2017-04-01,Rajahmundry,337,Antibiotics
2017-04-01,Rajahmundry,298,Chloroquine
2017-04-01,Rajahmundry,313,ORS
2017-04-01,Rajahmundry,117,Antibiotics
2017-04-01,Rajahmundry,176,Antibiotics
2017-04-01,Rajahmundry,81,Chloroquine
2017-05-01,Hyderabad,174,Antibiotics
2017-05-01,Hyderabad,282,Vitamin C
2017-05-01,Hyderabad,216,Vitamin C
2017-05-01,Hyderabad,357,Paracetamol
2017-05-01,Hyderabad,63,Antibiotics
2017-05-01,Hyderabad,260,Paracetamol
2017-05-01,Hyderabad,50,Vitamin C
2017-05-01,Vijayawada,211,Paracetamol
2017-05-01,Vijayawada,288,ORS
2017-05-01,Vijayawada,174,Paracetamol
2017-05-01,Visakhapatnam,266,Paracetamol
2017-05-01,Visakhapatnam,84,Vitamin C
2017-05-01,Visakhapatnam,20,Chloroquine
2017-05-01,Visakhapatnam,266,ORS
2017-05-01,Tirupati,409,Chloroquine
2017-05-01,Tirupati,80,Chloroquine
2017-05-01,Tirupati,346,Antibiotics
2017-05-01,Tirupati,205,Paracetamol
2017-05-01,Tirupati,39,Chloroquine
2017-05-01,Tirupati,64,Chloroquine
2017-05-01,Tirupati,201,Antibiotics
2017-05-01,Guntur,151,Paracetamol
2017-05-01,Guntur,42,ORS
2017-05-01,Guntur,20,Chloroquine
2017-05-01,Guntur,98,Chloroquine
2017-05-01,Guntur,223,Paracetamol
2017-05-01,Guntur,199,ORS
2017-05-01,Kurnool,139,Vitamin C
2017-05-01,Kurnool,224,Vitamin C
2017-05-01,Kurnool,324,Paracetamol
2017-05-01,Kurnool,247,Antibiotics
2017-05-01,Kurnool,185,ORS
2017-05-01,Nellore,311,Chloroquine
2017-05-01,Nellore,84,ORS
2017-05-01,Nellore,173,ORS
2017-05-01,Rajahmundry,175,Antibiotics
2017-05-01,Rajahmundry,51,Chloroquine
2017-05-01,Rajahmundry,149,ORS
2017-05-01,Rajahmundry,20,Paracetamol
2017-05-01,Rajahmundry,429,Vitamin C
2017-06-01,Hyderabad,167,Antibiotics
2017-06-01,Hyderabad,470,ORS
2017-06-01,Hyderabad,284,Paracetamol
2017-06-01,Vijayawada,347,ORS
2017-06-01,Vijayawada,221,ORS
2017-06-01,Vijayawada,304,Paracetamol
2017-06-01,Vijayawada,358,Vitamin C
2017-06-01,Visakhapatnam,359,Antibiotics
2017-06-01,Visakhapatnam,372,Paracetamol
2017-06-01,Visakhapatnam,235,Antibiotics
2017-06-01,Visakhapatnam,222,Antibiotics
2017-06-01,Visakhapatnam,88,Paracetamol
2017-06-01,Visakhapatnam,342,Vitamin C
2017-06-01,Tirupati,409,ORS
2017-06-01,Tirupati,473,Vitamin C
2017-06-01,Tirupati,316,Vitamin C
2017-06-01,Tirupati,188,Vitamin C
2017-06-01,Guntur,76,Paracetamol
2017-06-01,Guntur,405,Vitamin C
2017-06-01,Guntur,64,Vitamin C
2017-06-01,Guntur,239,Paracetamol
2017-06-01,Guntur,253,Antibiotics
2017-06-01,Guntur,271,Antibiotics
2017-06-01,Guntur,284,Vitamin C
2017-06-01,Kurnool,296,Paracetamol
2017-06-01,Kurnool,20,ORS
2017-06-01,Kurnool,281,Paracetamol
2017-06-01,Kurnool,20,Antibiotics
2017-06-01,Nellore,367,Antibiotics
2017-06-01,Nellore,213,Vitamin C
2017-06-01,Nellore,21,Paracetamol
2017-06-01,Nellore,182,Chloroquine
2017-06-01,Nellore,211,ORS
2017-06-01,Rajahmundry,422,Chloroquine
2017-06-01,Rajahmundry,303,Antibiotics
2017-06-01,Rajahmundry,321,Antibiotics
2017-06-01,Rajahmundry,421,ORS
2017-06-01,Rajahmundry,268,Vitamin C
2017-06-01,Rajahmundry,370,Antibiotics
2017-06-01,Rajahmundry,362,Vitamin C
2017-07-01,Hyderabad,125,Vitamin C
2017-07-01,Hyderabad,456,Chloroquine
2017-07-01,Hyderabad,109,Vitamin C
2017-07-01,Hyderabad,390,Antibiotics
2017-07-01,Hyderabad,97,Vitamin C
2017-07-01,Hyderabad,352,Vitamin C
2017-07-01,Hyderabad,503,Antibiotics
2017-07-01,Vijayawada,254,Vitamin C
2017-07-01,Vijayawada,249,Antibiotics
2017-07-01,Vijayawada,353,Vitamin C
2017-07-01,Vijayawada,240,ORS
2017-07-01,Vijayawada,498,Paracetamol
2017-07-01,Visakhapatnam,303,ORS
2017-07-01,Visakhapatnam,241,Vitamin C
2017-07-01,Visakhapatnam,215,ORS
2017-07-01,Visakhapatnam,168,ORS
2017-07-01,Visakhapatnam,204,Paracetamol
2017-07-01,Tirupati,237,Paracetamol
2017-07-01,Tirupati,221,Vitamin C
2017-07-01,Tirupati,201,Chloroquine
2017-07-01,Guntur,531,Chloroquine
2017-07-01,Guntur,156,Paracetamol
2017-07-01,Guntur,297,Antibiotics
2017-07-01,Guntur,351,ORS
2017-07-01,Guntur,355,Chloroquine
2017-07-01,Guntur,272,Antibiotics
2017-07-01,Guntur,251,Paracetamol
2017-07-01,Kurnool,334,Paracetamol
2017-07-01,Kurnool,311,Paracetamol
2017-07-01,Kurnool,248,Antibiotics
2017-07-01,Kurnool,92,Paracetamol
2017-07-01,Kurnool,223,Antibiotics
2017-07-01,Nellore,142,Chloroquine
2017-07-01,Nellore,199,Vitamin C
2017-07-01,Nellore,283,Vitamin C
2017-07-01,Rajahmundry,323,Antibiotics
2017-07-01,Rajahmundry,493,Chloroquine
2017-07-01,Rajahmundry,215,Antibiotics
2017-07-01,Rajahmundry,372,ORS
2017-07-01,Rajahmundry,316,Chloroquine
2017-07-01,Rajahmundry,435,Antibiotics
2017-07-01,Rajahmundry,349,Chloroquine
2017-08-01,Hyderabad,158,Vitamin C
2017-08-01,Hyderabad,73,Vitamin C
2017-08-01,Hyderabad,317,ORS
2017-08-01,Vijayawada,216,ORS
2017-08-01,Vijayawada,162,Vitamin C
2017-08-01,Vijayawada,127,Paracetamol
2017-08-01,Vijayawada,299,Antibiotics
2017-08-01,Vijayawada,460,Antibiotics
2017-08-01,Visakhapatnam,230,Paracetamol
2017-08-01,Visakhapatnam,350,Paracetamol
2017-08-01,Visakhapatnam,267,Vitamin C
2017-08-01,Tirupati,125,ORS
2017-08-01,Tirupati,368,Chloroquine
2017-08-01,Tirupati,148,ORS
2017-08-01,Tirupati,282,Vitamin C
2017-08-01,Tirupati,239,Vitamin C
2017-08-01,Tirupati,387,ORS
2017-08-01,Tirupati,153,Chloroquine
2017-08-01,Guntur,326,ORS
2017-08-01,Guntur,179,Antibiotics
2017-08-01,Guntur,218,Antibiotics
2017-08-01,Kurnool,20,Vitamin C
2017-08-01,Kurnool,531,Vitamin C
2017-08-01,Kurnool,346,Antibiotics
2017-08-01,Kurnool,187,Antibiotics
2017-08-01,Kurnool,145,Antibiotics
2017-08-01,Nellore,220,Paracetamol
2017-08-01,Nellore,366,ORS
2017-08-01,Nellore,52,Antibiotics
2017-08-01,Nellore,263,ORS
2017-08-01,Nellore,492,Chloroquine
2017-08-01,Nellore,143,Paracetamol
2017-08-01,Rajahmundry,289,ORS
2017-08-01,Rajahmundry,544,Antibiotics
2017-08-01,Rajahmundry,355,ORS
2017-08-01,Rajahmundry,295,Antibiotics
2017-08-01,Rajahmundry,340,Antibiotics
2017-09-01,Hyderabad,231,Vitamin C
2017-09-01,Hyderabad,435,Paracetamol
2017-09-01,Hyderabad,232,Vitamin C
2017-09-01,Hyderabad,44,Antibiotics
2017-09-01,Hyderabad,233,ORS
2017-09-01,Vijayawada,163,Chloroquine
2017-09-01,Vijayawada,246,Chloroquine
2017-09-01,Vijayawada,248,Vitamin C
2017-09-01,Vijayawada,423,Vitamin C
2017-09-01,Vijayawada,363,Paracetamol
2017-09-01,Visakhapatnam,311,Chloroquine
2017-09-01,Visakhapatnam,279,Chloroquine
2017-09-01,Visakhapatnam,152,ORS
2017-09-01,Visakhapatnam,20,ORS
2017-09-01,Visakhapatnam,293,Antibiotics
2017-09-01,Visakhapatnam,375,Antibiotics
2017-09-01,Tirupati,266,Chloroquine
2017-09-01,Tirupati,215,Antibiotics
2017-09-01,Tirupati,335,ORS
2017-09-01,Tirupati,270,ORS
2017-09-01,Guntur,482,Paracetamol
2017-09-01,Guntur,427,Antibiotics
2017-09-01,Guntur,395,ORS
2017-09-01,Kurnool,370,Vitamin C
2017-09-01,Kurnool,125,ORS
2017-09-01,Kurnool,359,Chloroquine
2017-09-01,Kurnool,325,Paracetamol
2017-09-01,Kurnool,352,Paracetamol
2017-09-01,Kurnool,339,Antibiotics
2017-09-01,Kurnool,334,Chloroquine
2017-09-01,Nellore,604,Paracetamol
2017-09-01,Nellore,270,Chloroquine
2017-09-01,Nellore,392,Chloroquine
2017-09-01,Nellore,223,ORS
2017-09-01,Rajahmundry,374,Antibiotics
2017-09-01,Rajahmundry,392,Antibiotics
2017-09-01,Rajahmundry,323,Antibiotics
2017-09-01,Rajahmundry,480,Antibiotics
2017-10-01,Hyderabad,173,Antibiotics
2017-10-01,Hyderabad,221,Chloroquine
2017-10-01,Hyderabad,305,ORS
2017-10-01,Hyderabad,385,Vitamin C
2017-10-01,Hyderabad,301,Paracetamol
2017-10-01,Vijayawada,434,Paracetamol
2017-10-01,Vijayawada,200,Paracetamol
2017-10-01,Vijayawada,143,Paracetamol
2017-10-01,Vijayawada,316,Chloroquine
2017-10-01,Vijayawada,270,ORS
2017-10-01,Vijayawada,345,Paracetamol
2017-10-01,Visakhapatnam,276,ORS
2017-10-01,Visakhapatnam,239,Vitamin C
2017-10-01,Visakhapatnam,271,ORS
2017-10-01,Tirupati,283,Vitamin C
2017-10-01,Tirupati,243,Antibiotics
2017-10-01,Tirupati,255,Paracetamol
2017-10-01,Tirupati,231,Paracetamol
2017-10-01,Tirupati,382,Vitamin C
2017-10-01,Tirupati,303,Paracetamol
2017-10-01,Tirupati,550,Paracetamol
2017-10-01,Guntur,299,Vitamin C
2017-10-01,Guntur,213,Vitamin C
2017-10-01,Guntur,600,Antibiotics
2017-10-01,Guntur,329,Antibiotics
2017-10-01,Guntur,398,Antibiotics
2017-10-01,Guntur,351,Vitamin C
2017-10-01,Kurnool,354,Chloroquine
2017-10-01,Kurnool,344,Paracetamol
2017-10-01,Kurnool,147,Chloroquine
2017-10-01,Kurnool,324,Vitamin C
2017-10-01,Nellore,121,ORS
2017-10-01,Nellore,259,Antibiotics
2017-10-01,Nellore,192,Paracetamol
2017-10-01,Nellore,322,ORS
2017-10-01,Nellore,320,Antibiotics
2017-10-01,Nellore,337,Chloroquine
2017-10-01,Nellore,314,Antibiotics
2017-10-01,Rajahmundry,207,Chloroquine
2017-10-01,Rajahmundry,248,Antibiotics
2017-10-01,Rajahmundry,390,Paracetamol
2017-10-01,Rajahmundry,408,Chloroquine
2017-10-01,Rajahmundry,142,Paracetamol
2017-11-01,Hyderabad,20,Paracetamol
2017-11-01,Hyderabad,112,Chloroquine
2017-11-01,Hyderabad,325,Vitamin C
2017-11-01,Hyderabad,345,ORS
2017-11-01,Vijayawada,89,Antibiotics
2017-11-01,Vijayawada,236,ORS
2017-11-01,Vijayawada,420,Chloroquine
2017-11-01,Vijayawada,249,Antibiotics
2017-11-01,Visakhapatnam,370,Vitamin C
2017-11-01,Visakhapatnam,319,Antibiotics
2017-11-01,Visakhapatnam,90,Vitamin C
2017-11-01,Visakhapatnam,177,Paracetamol
2017-11-01,Visakhapatnam,204,Antibiotics
2017-11-01,Tirupati,212,ORS
2017-11-01,Tirupati,309,Chloroquine
2017-11-01,Tirupati,249,ORS
2017-11-01,Tirupati,20,ORS
2017-11-01,Tirupati,42,Vitamin C
2017-11-01,Tirupati,20,Chloroquine
2017-11-01,Tirupati,221,ORS
2017-11-01,Guntur,228,Paracetamol
2017-11-01,Guntur,233,Vitamin C
2017-11-01,Guntur,84,Chloroquine
2017-11-01,Guntur,280,Vitamin C
2017-11-01,Kurnool,285,ORS
2017-11-01,Kurnool,49,ORS
2017-11-01,Kurnool,24,ORS
2017-11-01,Kurnool,199,Paracetamol
2017-11-01,Kurnool,415,Paracetamol
2017-11-01,Nellore,403,ORS
2017-11-01,Nellore,267,ORS
2017-11-01,Nellore,112,ORS
2017-11-01,Nellore,306,ORS
2017-11-01,Nellore,145,Antibiotics
2017-11-01,Nellore,107,ORS
2017-11-01,Rajahmundry,20,Chloroquine
2017-11-01,Rajahmundry,212,Paracetamol
2017-11-01,Rajahmundry,124,Paracetamol
2017-11-01,Rajahmundry,211,Chloroquine
2017-12-01,Hyderabad,20,Chloroquine
2017-12-01,Hyderabad,220,Antibiotics
2017-12-01,Hyderabad,20,ORS
2017-12-01,Hyderabad,390,Vitamin C
2017-12-01,Vijayawada,262,Antibiotics
2017-12-01,Vijayawada,226,Vitamin C
2017-12-01,Vijayawada,327,Paracetamol
2017-12-01,Vijayawada,82,Antibiotics
2017-12-01,Vijayawada,208,Antibiotics
2017-12-01,Vijayawada,295,Antibiotics
2017-12-01,Vijayawada,20,Chloroquine
2017-12-01,Visakhapatnam,146,ORS
2017-12-01,Visakhapatnam,197,Chloroquine
2017-12-01,Visakhapatnam,176,Antibiotics
2017-12-01,Visakhapatnam,374,Chloroquine
2017-12-01,Tirupati,65,Chloroquine
2017-12-01,Tirupati,185,Vitamin C
2017-12-01,Tirupati,30,Vitamin C
2017-12-01,Guntur,381,Chloroquine
2017-12-01,Guntur,230,Paracetamol
2017-12-01,Guntur,147,Antibiotics
2017-12-01,Guntur,193,ORS
2017-12-01,Guntur,336,Paracetamol
2017-12-01,Guntur,301,Vitamin C
2017-12-01,Kurnool,577,Paracetamol
2017-12-01,Kurnool,314,Vitamin C
2017-12-01,Kurnool,144,Antibiotics
2017-12-01,Nellore,192,Paracetamol
2017-12-01,Nellore,152,ORS
2017-12-01,Nellore,20,ORS
2017-12-01,Nellore,204,Chloroquine
2017-12-01,Rajahmundry,294,Antibiotics
2017-12-01,Rajahmundry,186,Vitamin C
2017-12-01,Rajahmundry,103,Chloroquine
2018-01-01,Hyderabad,441,Vitamin C
2018-01-01,Hyderabad,88,Vitamin C
2018-01-01,Hyderabad,20,Chloroquine
2018-01-01,Hyderabad,61,ORS
2018-01-01,Hyderabad,75,Vitamin C
2018-01-01,Vijayawada,246,ORS
2018-01-01,Vijayawada,156,Chloroquine
2018-01-01,Vijayawada,173,ORS
2018-01-01,Vijayawada,398,Paracetamol
2018-01-01,Visakhapatnam,177,Paracetamol
2018-01-01,Visakhapatnam,353,Vitamin C
2018-01-01,Visakhapatnam,441,Paracetamol
2018-01-01,Tirupati,145,Antibiotics
2018-01-01,Tirupati,288,Antibiotics
2018-01-01,Tirupati,230,Vitamin C
2018-01-01,Tirupati,310,ORS
2018-01-01,Tirupati,71,Vitamin C
2018-01-01,Tirupati,62,Paracetamol
2018-01-01,Guntur,153,ORS
2018-01-01,Guntur,93,Chloroquine
2018-01-01,Guntur,137,ORS
2018-01-01,Guntur,173,ORS
2018-01-01,Guntur,286,ORS
2018-01-01,Guntur,151,ORS
2018-01-01,Kurnool,101,ORS
2018-01-01,Kurnool,157,Antibiotics
2018-01-01,Kurnool,167,Paracetamol
2018-01-01,Kurnool,147,Vitamin C
2018-01-01,Kurnool,20,Chloroquine
2018-01-01,Nellore,208,ORS
2018-01-01,Nellore,191,Paracetamol
2018-01-01,Nellore,315,Antibiotics
2018-01-01,Nellore,86,Vitamin C
2018-01-01,Nellore,194,Vitamin C
2018-01-01,Nellore,417,Chloroquine
2018-01-01,Nellore,87,Antibiotics
2018-01-01,Rajahmundry,231,Paracetamol
2018-01-01,Rajahmundry,114,Paracetamol
2018-01-01,Rajahmundry,38,ORS
2018-01-01,Rajahmundry,385,Chloroquine
2018-01-01,Rajahmundry,280,Vitamin C
2018-01-01,Rajahmundry,276,Paracetamol
2018-01-01,Rajahmundry,20,Chloroquine
2018-02-01,Hyderabad,243,Antibiotics
2018-02-01,Hyderabad,398,Vitamin C
2018-02-01,Hyderabad,397,Vitamin C
2018-02-01,Hyderabad,280,ORS
2018-02-01,Hyderabad,124,Vitamin C
2018-02-01,Hyderabad,237,Antibiotics
2018-02-01,Hyderabad,340,Vitamin C
2018-02-01,Vijayawada,44,Vitamin C
2018-02-01,Vijayawada,65,Antibiotics
2018-02-01,Vijayawada,366,Vitamin C
2018-02-01,Vijayawada,365,Vitamin C
2018-02-01,Vijayawada,74,Vitamin C
2018-02-01,Vijayawada,295,Chloroquine
2018-02-01,Vijayawada,271,Vitamin C
2018-02-01,Visakhapatnam,293,ORS
2018-02-01,Visakhapatnam,123,ORS
2018-02-01,Visakhapatnam,277,Antibiotics
2018-02-01,Tirupati,301,Chloroquine
2018-02-01,Tirupati,157,Antibiotics
2018-02-01,Tirupati,262,Paracetamol
2018-02-01,Tirupati,122,ORS
2018-02-01,Tirupati,398,Antibiotics
2018-02-01,Tirupati,185,Chloroquine
2018-02-01,Tirupati,89,ORS
2018-02-01,Guntur,114,Chloroquine
2018-02-01,Guntur,275,Paracetamol
2018-02-01,Guntur,350,Paracetamol
2018-02-01,Guntur,99,Vitamin C
2018-02-01,Guntur,481,Vitamin C
2018-02-01,Guntur,237,Antibiotics
2018-02-01,Kurnool,255,Chloroquine
2018-02-01,Kurnool,188,ORS
2018-02-01,Kurnool,202,Chloroquine
2018-02-01,Kurnool,182,Chloroquine
2018-02-01,Kurnool,382,Vitamin C
2018-02-01,Nellore,259,Vitamin C
2018-02-01,Nellore,292,Antibiotics
2018-02-01,Nellore,147,Chloroquine
2018-02-01,Nellore,283,Vitamin C
2018-02-01,Rajahmundry,103,Chloroquine
2018-02-01,Rajahmundry,405,Vitamin C
2018-02-01,Rajahmundry,159,Paracetamol
2018-02-01,Rajahmundry,161,Chloroquine
2018-03-01,Hyderabad,162,Vitamin C
2018-03-01,Hyderabad,157,Antibiotics
2018-03-01,Hyderabad,286,Paracetamol
2018-03-01,Vijayawada,162,Chloroquine
2018-03-01,Vijayawada,367,Vitamin C
2018-03-01,Vijayawada,101,Chloroquine
2018-03-01,Vijayawada,220,Chloroquine
2018-03-01,Vijayawada,106,Vitamin C
2018-03-01,Vijayawada,250,Vitamin C
2018-03-01,Visakhapatnam,198,Vitamin C
2018-03-01,Visakhapatnam,181,Vitamin C
2018-03-01,Visakhapatnam,342,Chloroquine
2018-03-01,Tirupati,121,Chloroquine
2018-03-01,Tirupati,270,Paracetamol
2018-03-01,Tirupati,107,Paracetamol
2018-03-01,Tirupati,213,Paracetamol
2018-03-01,Guntur,56,Chloroquine
2018-03-01,Guntur,120,Chloroquine
2018-03-01,Guntur,190,Chloroquine
2018-03-01,Kurnool,417,Paracetamol
2018-03-01,Kurnool,212,Paracetamol
2018-03-01,Kurnool,398,Vitamin C
2018-03-01,Nellore,226,Antibiotics
2018-03-01,Nellore,153,Antibiotics
2018-03-01,Nellore,384,Antibiotics
2018-03-01,Nellore,252,Paracetamol
2018-03-01,Nellore,122,Paracetamol
2018-03-01,Nellore,256,Paracetamol
2018-03-01,Rajahmundry,164,Vitamin C
2018-03-01,Rajahmundry,20,Vitamin C
2018-03-01,Rajahmundry,312,Antibiotics
2018-03-01,Rajahmundry,331,Antibiotics
2018-03-01,Rajahmundry,420,Paracetamol
2018-03-01,Rajahmundry,250,Paracetamol
2018-03-01,Rajahmundry,170,Vitamin C
2018-04-01,Hyderabad,300,ORS
2018-04-01,Hyderabad,301,Chloroquine
2018-04-01,Hyderabad,396,ORS
2018-04-01,Vijayawada,194,Paracetamol
2018-04-01,Vijayawada,180,ORS
2018-04-01,Vijayawada,114,Paracetamol
2018-04-01,Vijayawada,264,Chloroquine
2018-04-01,Vijayawada,20,Vitamin C
2018-04-01,Vijayawada,293,ORS
2018-04-01,Visakhapatnam,270,Chloroquine
2018-04-01,Visakhapatnam,270,Paracetamol
2018-04-01,Visakhapatnam,216,Vitamin C
2018-04-01,Visakhapatnam,383,Vitamin C
2018-04-01,Visakhapatnam,304,Paracetamol
2018-04-01,Tirupati,127,ORS
2018-04-01,Tirupati,129,Antibiotics
2018-04-01,Tirupati,94,Vitamin C
2018-04-01,Tirupati,266,Chloroquine
2018-04-01,Tirupati,79,Chloroquine
2018-04-01,Tirupati,330,ORS
2018-04-01,Guntur,358,Antibiotics
2018-04-01,Guntur,94,Vitamin C
2018-04-01,Guntur,177,ORS
2018-04-01,Guntur,201,Paracetamol
2018-04-01,Guntur,306,Paracetamol
2018-04-01,Kurnool,393,Chloroquine
2018-04-01,Kurnool,20,Paracetamol
2018-04-01,Kurnool,161,Antibiotics
2018-04-01,Nellore,168,Chloroquine
2018-04-01,Nellore,31,Paracetamol
2018-04-01,Nellore,141,ORS
2018-04-01,Nellore,251,ORS
2018-04-01,Nellore,166,ORS
2018-04-01,Nellore,20,Vitamin C
2018-04-01,Rajahmundry,544,Antibiotics
2018-04-01,Rajahmundry,231,Paracetamol
2018-04-01,Rajahmundry,213,ORS
2018-04-01,Rajahmundry,68,Paracetamol
2018-04-01,Rajahmundry,231,Paracetamol
2018-04-01,Rajahmundry,180,Antibiotics
2018-05-01,Hyderabad,20,Antibiotics
2018-05-01,Hyderabad,71,Antibiotics
2018-05-01,Hyderabad,295,ORS
2018-05-01,Hyderabad,433,Paracetamol
2018-05-01,Hyderabad,244,Paracetamol
2018-05-01,Hyderabad,332,Paracetamol
2018-05-01,Vijayawada,181,ORS
2018-05-01,Vijayawada,189,ORS
2018-05-01,Vijayawada,330,Paracetamol
2018-05-01,Vijayawada,399,Paracetamol
2018-05-01,Vijayawada,356,Chloroquine
2018-05-01,Vijayawada,72,ORS
2018-05-01,Visakhapatnam,191,Antibiotics
2018-05-01,Visakhapatnam,233,Vitamin C
2018-05-01,Visakhapatnam,168,ORS
2018-05-01,Tirupati,246,Antibiotics
2018-05-01,Tirupati,298,Vitamin C
2018-05-01,Tirupati,320,Vitamin C
2018-05-01,Guntur,402,Vitamin C
2018-05-01,Guntur,160,Antibiotics
2018-05-01,Guntur,36,Paracetamol
2018-05-01,Guntur,242,Vitamin C
2018-05-01,Guntur,426,Vitamin C
2018-05-01,Kurnool,142,ORS
2018-05-01,Kurnool,282,Vitamin C
2018-05-01,Kurnool,283,Chloroquine
2018-05-01,Nellore,222,Antibiotics
2018-05-01,Nellore,200,Vitamin C
2018-05-01,Nellore,89,Chloroquine
2018-05-01,Nellore,20,ORS
2018-05-01,Nellore,66,Vitamin C
2018-05-01,Nellore,153,Chloroquine
2018-05-01,Rajahmundry,331,Vitamin C
2018-05-01,Rajahmundry,187,Vitamin C
2018-05-01,Rajahmundry,137,Vitamin C
2018-05-01,Rajahmundry,93,Vitamin C
2018-05-01,Rajahmundry,278,Antibiotics
2018-05-01,Rajahmundry,363,Chloroquine
2018-06-01,Hyderabad,407,Vitamin C
2018-06-01,Hyderabad,352,Antibiotics
2018-06-01,Hyderabad,102,Paracetamol
2018-06-01,Hyderabad,237,Vitamin C
2018-06-01,Hyderabad,513,Chloroquine
2018-06-01,Hyderabad,414,Vitamin C
2018-06-01,Vijayawada,95,Vitamin C
2018-06-01,Vijayawada,273,Vitamin C
2018-06-01,Vijayawada,323,Vitamin C
2018-06-01,Vijayawada,188,Vitamin C
2018-06-01,Vijayawada,20,Paracetamol
2018-06-01,Vijayawada,291,Antibiotics
2018-06-01,Visakhapatnam,185,Antibiotics
2018-06-01,Visakhapatnam,185,Vitamin C
2018-06-01,Visakhapatnam,237,Paracetamol
2018-06-01,Visakhapatnam,263,ORS
2018-06-01,Visakhapatnam,278,Paracetamol
2018-06-01,Visakhapatnam,173,ORS
2018-06-01,Visakhapatnam,253,Vitamin C
2018-06-01,Tirupati,69,Chloroquine
2018-06-01,Tirupati,317,ORS
2018-06-01,Tirupati,20,Antibiotics
2018-06-01,Tirupati,245,Paracetamol
